intersection_id, city        , timestamp          , north_vehicle_count, south_vehicle_count, east_vehicle_count, west_vehicle_count, vehicle_type_distribution                    , avg_wait_time, queue_length, signal_phase, reward
              1, Chennai     , 2024-01-01 00:00:00,                  24,                  27,                 26,                 25, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        133.36,           18, East-West   , -85.72
             22, Chennai     , 2024-01-22 16:30:00,                  64,                  68,                 66,                 67, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        216.76,          153, East-West   , -176.16
             22, Chennai     , 2024-01-22 18:00:00,                  97,                  90,                 84,                 92, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        210.71,          223, North-South , -193.42
             22, Chennai     , 2024-01-22 19:30:00,                  97,                  91,                 90,                 85, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        217.18,          223, East-West   , -197.21
             22, Chennai     , 2024-01-22 21:00:00,                  25,                  23,                 26,                 24, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        139.92,           14, North-South , -88.25
             22, Chennai     , 2024-01-22 22:30:00,                  23,                  24,                 22,                 24, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        136.27,            9, North-South , -84.66
             23, Chennai     , 2024-01-23 00:00:00,                  26,                  24,                 25,                 23, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        124.76,           14, East-West   , -79.06
             23, Chennai     , 2024-01-23 01:30:00,                  26,                  26,                 25,                 23, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        133.64,           16, North-South , -85.18
             23, Chennai     , 2024-01-23 03:00:00,                  24,                  24,                 26,                 26, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        145.01,           16, North-South , -91.91
             23, Chennai     , 2024-01-23 04:30:00,                  25,                  27,                 26,                 23, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        136.93,           17, North-South , -87.36
             23, Chennai     , 2024-01-23 06:00:00,                  25,                  26,                 26,                 26, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        140.34,           19, East-West   , -89.9
             23, Chennai     , 2024-01-23 07:30:00,                  98,                  89,                 87,                 88, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        209.68,          222, East-West   , -192.51
             23, Chennai     , 2024-01-23 09:00:00,                  55,                  54,                 55,                 64, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        191.24,          116, East-West   , -149.54
             23, Chennai     , 2024-01-23 10:30:00,                  61,                  56,                 54,                 58, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        204.3 ,          117, North-South , -157.68
             23, Chennai     , 2024-01-23 12:00:00,                  78,                  78,                 80,                 83, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        207.86,          179, North-South , -178.52
             23, Chennai     , 2024-01-23 13:30:00,                  82,                  80,                 73,                 81, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        202.89,          176, North-South , -174.74
             23, Chennai     , 2024-01-23 15:00:00,                  63,                  70,                 61,                 65, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        202.99,          147, North-South , -165.9
             23, Chennai     , 2024-01-23 16:30:00,                  65,                  66,                 67,                 61, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        211.05,          147, East-West   , -170.73
             23, Chennai     , 2024-01-23 18:00:00,                  96,                  89,                 87,                 95, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        213.72,          227, North-South , -196.53
             23, Chennai     , 2024-01-23 19:30:00,                  82,                  87,                 95,                 97, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        205.37,          221, East-West   , -189.52
             23, Chennai     , 2024-01-23 21:00:00,                  27,                  22,                 25,                 22, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        144.1 ,           12, East-West   , -90.26
             23, Chennai     , 2024-01-23 22:30:00,                  24,                  23,                 24,                 24, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        133.75,           11, North-South , -83.65
             24, Chennai     , 2024-01-24 00:00:00,                  26,                  22,                 23,                 25, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        138.67,           12, East-West   , -87.0
             24, Chennai     , 2024-01-24 01:30:00,                  22,                  26,                 25,                 26, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        141.63,           15, North-South , -89.48
             24, Chennai     , 2024-01-24 03:00:00,                  25,                  26,                 23,                 23, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        151.57,           13, North-South , -95.04
             24, Chennai     , 2024-01-24 04:30:00,                  25,                  26,                 25,                 25, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        136.68,           17, East-West   , -87.41
             24, Chennai     , 2024-01-24 06:00:00,                  24,                  23,                 23,                 24, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        133.8 ,           10, East-West   , -83.38
             24, Chennai     , 2024-01-24 07:30:00,                  92,                 101,                 98,                100, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        211.67,          251, North-South , -202.4
             24, Chennai     , 2024-01-24 09:00:00,                  57,                  57,                 56,                 62, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        202.41,          120, North-South , -157.64
             24, Chennai     , 2024-01-24 10:30:00,                  63,                  63,                 56,                 55, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        200.81,          125, East-West   , -158.18
             24, Chennai     , 2024-01-24 12:00:00,                  72,                  86,                 75,                 80, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        209.27,          173, East-West   , -177.66
             24, Chennai     , 2024-01-24 13:30:00,                  77,                  86,                 87,                 85, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        207.38,          195, North-South , -183.23
             24, Chennai     , 2024-01-24 15:00:00,                  71,                  62,                 68,                 68, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        211.37,          157, North-South , -173.92
             24, Chennai     , 2024-01-24 16:30:00,                  60,                  58,                 63,                 68, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        206.65,          137, North-South , -165.19
             24, Chennai     , 2024-01-24 18:00:00,                  94,                  92,                 94,                 81, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        216.45,          221, North-South , -196.17
             24, Chennai     , 2024-01-24 19:30:00,                  91,                  91,                 98,                 94, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        207.68,          234, North-South , -195.01
             24, Chennai     , 2024-01-24 21:00:00,                  27,                  27,                 24,                 25, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        149.88,           19, East-West   , -95.63
             24, Chennai     , 2024-01-24 22:30:00,                  26,                  25,                 22,                 24, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        145.17,           13, East-West   , -91.0
             25, Chennai     , 2024-01-25 00:00:00,                  25,                  25,                 25,                 25, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        136.67,           16, East-West   , -87.0
             25, Chennai     , 2024-01-25 01:30:00,                  26,                  24,                 25,                 26, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        136.28,           17, North-South , -87.07
             25, Chennai     , 2024-01-25 03:00:00,                  26,                  26,                 27,                 25, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        138.17,           20, East-West   , -89.0
             25, Chennai     , 2024-01-25 04:30:00,                  27,                  25,                 25,                 24, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        126.42,           17, East-West   , -81.25
             25, Chennai     , 2024-01-25 06:00:00,                  26,                  26,                 25,                 23, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        146.83,           16, East-West   , -93.2
             25, Chennai     , 2024-01-25 07:30:00,                 100,                 104,                 86,                102, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        219.08,          252, East-West   , -207.15
             25, Chennai     , 2024-01-25 09:00:00,                  58,                  54,                 65,                 63, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        208.61,          128, North-South , -163.67
             25, Chennai     , 2024-01-25 10:30:00,                  56,                  56,                 59,                 57, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        197.89,          116, North-South , -153.63
             25, Chennai     , 2024-01-25 12:00:00,                  87,                  79,                 76,                 84, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        199.88,          186, East-West   , -175.93
             25, Chennai     , 2024-01-25 13:30:00,                  77,                  82,                 73,                 75, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        211.63,          167, East-West   , -177.28
             25, Chennai     , 2024-01-25 15:00:00,                  59,                  64,                 62,                 65, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        209.77,          138, East-West   , -167.36
             25, Chennai     , 2024-01-25 16:30:00,                  66,                  62,                 64,                 59, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        205.95,          139, East-West   , -165.57
             25, Chennai     , 2024-01-25 18:00:00,                  89,                  94,                 91,                 93, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        214.91,          227, North-South , -197.25
             25, Chennai     , 2024-01-25 19:30:00,                  98,                  97,                 87,                 84, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        212.07,          226, East-West   , -195.24
             25, Chennai     , 2024-01-25 21:00:00,                  24,                  26,                 24,                 24, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        134.39,           14, North-South , -84.83
             25, Chennai     , 2024-01-25 22:30:00,                  23,                  25,                 25,                 24, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        136.49,           13, North-South , -86.1
             26, Chennai     , 2024-01-26 00:00:00,                  23,                  25,                 23,                 23, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        132.13,           10, East-West   , -82.28
             26, Chennai     , 2024-01-26 01:30:00,                  27,                  25,                 23,                 24, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        137.59,           15, North-South , -87.25
             26, Chennai     , 2024-01-26 03:00:00,                  26,                  23,                 25,                 23, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        134.55,           13, North-South , -84.63
             26, Chennai     , 2024-01-26 04:30:00,                  26,                  26,                 25,                 26, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        132.05,           19, East-West   , -85.03
             26, Chennai     , 2024-01-26 06:00:00,                  27,                  22,                 23,                 23, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        138.31,           11, North-South , -86.29
             26, Chennai     , 2024-01-26 07:30:00,                  88,                  94,                 93,                 96, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        219.94,          231, North-South , -201.27
             26, Chennai     , 2024-01-26 09:00:00,                  54,                  56,                 58,                 60, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        209.37,          116, East-West   , -160.62
             26, Chennai     , 2024-01-26 10:30:00,                  54,                  60,                 59,                 64, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        195.22,          125, East-West   , -154.83
             26, Chennai     , 2024-01-26 12:00:00,                  83,                  73,                 81,                 76, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        207.47,          173, North-South , -176.58
             26, Chennai     , 2024-01-26 13:30:00,                  74,                  84,                 75,                 82, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        209.48,          175, North-South , -178.19
             26, Chennai     , 2024-01-26 15:00:00,                  69,                  65,                 68,                 61, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        210.05,          151, North-South , -171.53
             26, Chennai     , 2024-01-26 16:30:00,                  61,                  66,                 67,                 62, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        224.19,          144, North-South , -177.82
             26, Chennai     , 2024-01-26 18:00:00,                  86,                  98,                 81,                 93, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        216.31,          218, East-West   , -195.39
             26, Chennai     , 2024-01-26 19:30:00,                  82,                  88,                 85,                 87, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        213.28,          202, East-West   , -188.87
             26, Chennai     , 2024-01-26 21:00:00,                  22,                  22,                 23,                 25, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        136.67,            8, East-West   , -84.5
             26, Chennai     , 2024-01-26 22:30:00,                  24,                  25,                 26,                 26, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        151.07,           17, North-South , -96.04
             27, Chennai     , 2024-01-27 00:00:00,                  22,                  23,                 25,                 24, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        147.92,           10, East-West   , -91.95
             27, Chennai     , 2024-01-27 01:30:00,                  25,                  23,                 23,                 23, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        134.23,           10, North-South , -83.64
             27, Chennai     , 2024-01-27 03:00:00,                  25,                  23,                 24,                 23, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        130.61,           11, East-West   , -81.67
             27, Chennai     , 2024-01-27 04:30:00,                  27,                  24,                 26,                 25, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        150.76,           18, East-West   , -96.06
             27, Chennai     , 2024-01-27 06:00:00,                  24,                  24,                 22,                 26, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        137.46,           12, North-South , -86.38
             27, Chennai     , 2024-01-27 07:30:00,                 104,                  89,                 86,                 96, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        209.62,          235, North-South , -196.57
             27, Chennai     , 2024-01-27 09:00:00,                  56,                  60,                 57,                 65, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        216.82,          126, East-West   , -167.89
             27, Chennai     , 2024-01-27 10:30:00,                  58,                  54,                 54,                 62, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        198.51,          116, East-West   , -154.11
             27, Chennai     , 2024-01-27 12:00:00,                  77,                  85,                 85,                 79, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        208.47,          186, North-South , -180.98
             27, Chennai     , 2024-01-27 13:30:00,                  73,                  79,                 79,                 85, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        212.34,          176, North-South , -180.41
             27, Chennai     , 2024-01-27 15:00:00,                  64,                  62,                 70,                 60, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        211.82,          144, East-West   , -170.29
             27, Chennai     , 2024-01-27 16:30:00,                  63,                  60,                 67,                 71, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        207.63,          149, North-South , -169.48
             27, Chennai     , 2024-01-27 18:00:00,                  92,                  97,                 92,                 82, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        211.42,          223, East-West   , -194.05
             27, Chennai     , 2024-01-27 19:30:00,                  92,                  87,                 85,                 82, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        211.02,          206, North-South , -188.71
             27, Chennai     , 2024-01-27 21:00:00,                  24,                  23,                 23,                 26, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        133.09,           12, North-South , -83.65
             27, Chennai     , 2024-01-27 22:30:00,                  23,                  25,                 26,                 27, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        150.07,           17, North-South , -95.24
             28, Chennai     , 2024-01-28 00:00:00,                  25,                  24,                 26,                 25, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        146.62,           16, North-South , -92.77
             28, Chennai     , 2024-01-28 01:30:00,                  26,                  25,                 26,                 24, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        144.39,           17, East-West   , -92.04
             28, Chennai     , 2024-01-28 03:00:00,                  25,                  24,                 25,                 24, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        131.96,           14, North-South , -83.68
             28, Chennai     , 2024-01-28 04:30:00,                  24,                  26,                 24,                 25, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        148.86,           15, North-South , -94.01
             28, Chennai     , 2024-01-28 06:00:00,                  27,                  22,                 25,                 25, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        138.78,           15, North-South , -87.97
             28, Chennai     , 2024-01-28 07:30:00,                  89,                  91,                 95,                 93, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        205.07,          228, East-West   , -191.54
             28, Chennai     , 2024-01-28 09:00:00,                  55,                  58,                 55,                 54, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        197.61,          110, North-South , -151.77
             28, Chennai     , 2024-01-28 10:30:00,                  64,                  65,                 55,                 56, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        208.15,          128, East-West   , -163.49
             28, Chennai     , 2024-01-28 12:00:00,                  81,                  78,                 72,                 81, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        201.45,          172, East-West   , -172.77
             28, Chennai     , 2024-01-28 13:30:00,                  78,                  87,                 80,                 76, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        212.6 ,          181, North-South , -181.96
             28, Chennai     , 2024-01-28 15:00:00,                  59,                  64,                 69,                 68, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        211.48,          148, East-West   , -171.59
             28, Chennai     , 2024-01-28 16:30:00,                  64,                  62,                 69,                 59, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        204.57,          142, North-South , -165.34
             28, Chennai     , 2024-01-28 18:00:00,                  87,                  88,                 90,                 83, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        212.91,          208, North-South , -190.45
             28, Chennai     , 2024-01-28 19:30:00,                  85,                  87,                 88,                 93, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        201.8 ,          213, North-South , -184.98
             28, Chennai     , 2024-01-28 21:00:00,                  25,                  23,                 26,                 26, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        131.79,           16, North-South , -84.07
             28, Chennai     , 2024-01-28 22:30:00,                  26,                  25,                 26,                 24, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        139.76,           17, East-West   , -88.96
             29, Chennai     , 2024-01-29 00:00:00,                  22,                  27,                 23,                 27, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        149.58,           15, North-South , -94.25
             29, Chennai     , 2024-01-29 01:30:00,                  23,                  24,                 25,                 24, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        139.73,           12, North-South , -87.54
             29, Chennai     , 2024-01-29 03:00:00,                  27,                  25,                 26,                 25, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        138.04,           19, North-South , -88.53
             29, Chennai     , 2024-01-29 04:30:00,                  27,                  23,                 23,                 26, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        132.97,           15, East-West   , -84.58
             29, Chennai     , 2024-01-29 06:00:00,                  25,                  26,                 24,                 25, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        144.55,           16, East-West   , -91.63
             29, Chennai     , 2024-01-29 07:30:00,                  90,                 100,                 89,                 98, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        208.24,          237, East-West   , -196.05
             29, Chennai     , 2024-01-29 09:00:00,                  55,                  61,                 64,                 54, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        209.33,          122, North-South , -162.5
             29, Chennai     , 2024-01-29 10:30:00,                  59,                  54,                 54,                 57, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        198.34,          112, East-West   , -152.9
             29, Chennai     , 2024-01-29 12:00:00,                  76,                  82,                 87,                 72, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        215.31,          177, East-West   , -182.39
             29, Chennai     , 2024-01-29 13:30:00,                  73,                  81,                 77,                 86, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        205.58,          177, North-South , -176.55
             29, Chennai     , 2024-01-29 15:00:00,                  67,                  70,                 68,                 67, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        209.22,          160, East-West   , -173.73
             29, Chennai     , 2024-01-29 16:30:00,                  61,                  67,                 66,                 66, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        207.34,          148, North-South , -168.9
             29, Chennai     , 2024-01-29 18:00:00,                  87,                  83,                 82,                 95, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        210.74,          207, East-West   , -188.84
             29, Chennai     , 2024-01-29 19:30:00,                  95,                  83,                 81,                 93, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        201.64,          212, North-South , -184.89
             29, Chennai     , 2024-01-29 21:00:00,                  27,                  25,                 25,                 22, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        138.75,           15, East-West   , -87.75
             29, Chennai     , 2024-01-29 22:30:00,                  22,                  24,                 22,                 23, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        143.87,            7, East-West   , -88.62
             30, Chennai     , 2024-01-30 00:00:00,                  25,                  26,                 24,                 24, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        140.23,           15, North-South , -88.84
             30, Chennai     , 2024-01-30 01:30:00,                  25,                  23,                 25,                 25, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        147.27,           14, North-South , -92.66
             30, Chennai     , 2024-01-30 03:00:00,                  25,                  23,                 22,                 23, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        137.56,            9, East-West   , -85.54
             30, Chennai     , 2024-01-30 04:30:00,                  27,                  23,                 24,                 25, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        127.4 ,           15, North-South , -81.24
             30, Chennai     , 2024-01-30 06:00:00,                  25,                  23,                 25,                 26, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        134.31,           15, North-South , -85.19
             30, Chennai     , 2024-01-30 07:30:00,                  97,                 102,                100,                 96, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        212.02,          255, East-West   , -203.71
             30, Chennai     , 2024-01-30 09:00:00,                  62,                  60,                 58,                 64, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        200.6 ,          132, East-West   , -160.06
             30, Chennai     , 2024-01-30 10:30:00,                  57,                  62,                 58,                 63, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        208.02,          128, East-West   , -163.41
             30, Chennai     , 2024-01-30 12:00:00,                  81,                  87,                 78,                 72, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        206.65,          178, North-South , -177.39
             30, Chennai     , 2024-01-30 13:30:00,                  79,                  77,                 78,                 73, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        213.45,          167, East-West   , -178.47
             30, Chennai     , 2024-01-30 15:00:00,                  66,                  59,                 69,                 70, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        211.82,          152, East-West   , -172.89
             30, Chennai     , 2024-01-30 16:30:00,                  66,                  63,                 62,                 60, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        204.98,          139, East-West   , -164.79
             30, Chennai     , 2024-01-30 18:00:00,                  90,                  91,                 96,                 91, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        207.68,          228, East-West   , -193.21
             30, Chennai     , 2024-01-30 19:30:00,                  97,                  88,                 86,                 83, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        202.61,          214, East-West   , -186.06
             30, Chennai     , 2024-01-30 21:00:00,                  26,                  25,                 26,                 22, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        146.69,           15, North-South , -92.51
             30, Chennai     , 2024-01-30 22:30:00,                  27,                  23,                 26,                 27, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        134.95,           19, East-West   , -86.67
             31, Coimbatore  , 2024-01-01 00:00:00,                  19,                  20,                 19,                 18, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        121.13,           15, East-West   , -77.38
             31, Coimbatore  , 2024-01-01 01:30:00,                  19,                  18,                 17,                 19, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        129.33,           10, East-West   , -80.6
             31, Coimbatore  , 2024-01-01 03:00:00,                  19,                  18,                 19,                 19, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        127.42,           14, East-West   , -80.65
             31, Coimbatore  , 2024-01-01 04:30:00,                  17,                  17,                 19,                 19, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        115.92,            7, North-South , -71.85
             31, Coimbatore  , 2024-01-01 06:00:00,                  17,                  18,                 18,                 18, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        118.23,            8, North-South , -73.64
             31, Coimbatore  , 2024-01-01 07:30:00,                  72,                  77,                 64,                 65, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        204.16,          138, East-West   , -163.9
             31, Coimbatore  , 2024-01-01 09:00:00,                  49,                  48,                 43,                 41, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        169.89,           69, East-West   , -122.63
             31, Coimbatore  , 2024-01-01 10:30:00,                  43,                  49,                 46,                 49, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        175.06,           75, North-South , -127.84
             31, Coimbatore  , 2024-01-01 12:00:00,                  62,                  61,                 58,                 59, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        198.02,          100, East-West   , -148.91
             31, Coimbatore  , 2024-01-01 13:30:00,                  65,                  61,                 62,                 57, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        197.56,          105, East-West   , -150.24
             31, Coimbatore  , 2024-01-01 15:00:00,                  50,                  49,                 48,                 52, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        184.36,           87, North-South , -136.91
             31, Coimbatore  , 2024-01-01 16:30:00,                  46,                  52,                 51,                 46, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        187.18,           83, North-South , -137.31
             31, Coimbatore  , 2024-01-01 18:00:00,                  65,                  70,                 66,                 68, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        215.63,          129, North-South , -168.18
             31, Coimbatore  , 2024-01-01 19:30:00,                  62,                  66,                 68,                 66, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        213.27,          122, North-South , -164.86
             31, Coimbatore  , 2024-01-01 21:00:00,                  17,                  17,                 20,                 20, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        126.29,           12, East-West   , -79.58
             31, Coimbatore  , 2024-01-01 22:30:00,                  19,                  17,                 18,                 18, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        125.6 ,            9, North-South , -78.06
             32, Coimbatore  , 2024-01-02 00:00:00,                  19,                  19,                 19,                 19, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        122.08,            6, North-South , -75.15
             32, Coimbatore  , 2024-01-02 01:30:00,                  17,                  19,                 16,                 19, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        126.55,            8, North-South , -78.43
             32, Coimbatore  , 2024-01-02 03:00:00,                  17,                  16,                 20,                 19, Bikes: 55%; Cars: 30%; Buses: 10%; Trucks: 5%,        130.16,           12, East-West   , -81.79
